,name,latitude,longitude,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,School_Y,School_X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
102,"12/174 GEORGE STREET, EAST MELBOURNE",-37.814857,144.984702,Melbourne Indigenous Transition School,0.6567,Jolimont-MCG Railway Station (East Melbourne),0.1899,-37.81954,144.98926,Melbourne Indigenous Transition School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
103,"5/246 ALBERT STREET, EAST MELBOURNE",-37.810123,144.982828,Collingwood English Language School,0.3072,Jolimont-MCG Railway Station (East Melbourne),0.7166,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
104,"13/86 HOTHAM STREET, EAST MELBOURNE",-37.813978,144.98751,Melbourne Indigenous Transition School,0.6363,West Richmond Railway Station (Richmond),0.3575,-37.81954,144.98926,Melbourne Indigenous Transition School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
105,"7/35 POWLETT STREET, EAST MELBOURNE",-37.815406,144.985092,Melbourne Indigenous Transition School,0.5876,Jolimont-MCG Railway Station (East Melbourne),0.1496,-37.81954,144.98926,Melbourne Indigenous Transition School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
106,"1/60 SIMPSON STREET, EAST MELBOURNE",-37.8150959,144.9884489,Melbourne Indigenous Transition School,0.4984,West Richmond Railway Station (Richmond),0.2608,-37.81954,144.98926,Melbourne Indigenous Transition School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
107,"UNIT 1201/162 ALBERT ST, EAST MELBOURNE",-37.85658001,144.99127001,St Michael's Grammar School,0.3306,Windsor Railway Station (Windsor),0.0835,-37.85955,144.99155,St Michael's Grammar School,19957,-37.8561,144.992,Windsor Railway Station (Windsor),,,,
108,"21-25 POWLETT STREET, EAST MELBOURNE",-37.815704,144.985073,Melbourne Indigenous Transition School,0.5632,Jolimont-MCG Railway Station (East Melbourne),0.1231,-37.81954,144.98926,Melbourne Indigenous Transition School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
109,"4/19 ALBERT STREET, EAST MELBOURNE",-37.811366,144.990177,Richmond West Primary School,0.5505,North Richmond Railway Station (Richmond),0.231,-37.81363,144.99574,Richmond West Primary School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
110,"13/21 HOTHAM STREET, EAST MELBOURNE",-37.81492001,144.98978001,Melbourne Indigenous Transition School,0.5148,West Richmond Railway Station (Richmond),0.1427,-37.81954,144.98926,Melbourne Indigenous Transition School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
111,"15/129 GREY STREET, EAST MELBOURNE",-37.812133,144.984937,Collingwood English Language School,0.4766,Jolimont-MCG Railway Station (East Melbourne),0.4903,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
112,"6/2-4 GARDEN AVENUE, EAST MELBOURNE",-37.81651,144.988992,Melbourne Indigenous Transition School,0.3371,West Richmond Railway Station (Richmond),0.2773,-37.81954,144.98926,Melbourne Indigenous Transition School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
113,"903/296 VICTORIA PARADE, EAST MELBOURNE",-37.80923001,144.98175001,Collingwood English Language School,0.3097,Parliament Railway Station (Melbourne City),0.8065,-37.80784,144.9848,Collingwood English Language School,19843,-37.8111,144.9729,Parliament Railway Station (Melbourne City),,,,
114,"137 SIMPSON STREET, EAST MELBOURNE",-37.812692,144.988098,Collingwood English Language School,0.6119,West Richmond Railway Station (Richmond),0.3803,-37.80784,144.9848,Collingwood English Language School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
115,"47 BERRY STREET, EAST MELBOURNE",-37.818067,144.988449,Melbourne Indigenous Transition School,0.1784,Jolimont-MCG Railway Station (East Melbourne),0.4206,-37.81954,144.98926,Melbourne Indigenous Transition School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
116,"UNIT 201/170 ALBERT ST, EAST MELBOURNE",-37.80962001,144.98527001,Collingwood English Language School,0.2019,North Richmond Railway Station (Richmond),0.6425,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
117,"UNIT 15/161 WELLINGTON PARADE SOUTH STREET, EAST MELBOURNE",-37.8166545002,144.980857002,Melbourne Indigenous Transition School,0.8062,Jolimont-MCG Railway Station (East Melbourne),0.2861,-37.81954,144.98926,Melbourne Indigenous Transition School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
118,"10/101 GIPPS STREET, EAST MELBOURNE",-37.813465,144.987134,Collingwood English Language School,0.6573,West Richmond Railway Station (Richmond),0.408,-37.80784,144.9848,Collingwood English Language School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
119,"304/280 ALBERT STREET, EAST MELBOURNE",-37.80963001,144.98173001,Collingwood English Language School,0.3355,Jolimont-MCG Railway Station (East Melbourne),0.7906,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
120,"102A/158 ALBERT STREET, EAST MELBOURNE",-37.810397,144.985281,Collingwood English Language School,0.287,North Richmond Railway Station (Richmond),0.6357,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
121,"90 GIPPS STREET, EAST MELBOURNE",-37.812786,144.986592,Collingwood English Language School,0.5712,Jolimont-MCG Railway Station (East Melbourne),0.467,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
122,"814/280 ALBERT STREET, EAST MELBOURNE",-37.80976001,144.98199001,Collingwood English Language School,0.3266,Jolimont-MCG Railway Station (East Melbourne),0.7708,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
123,"301K/211 POWLETT STREET, EAST MELBOURNE",-37.810397,144.985281,Collingwood English Language School,0.287,North Richmond Railway Station (Richmond),0.6357,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
124,"24/201 WELLINGTON PARADE SOUTH, EAST MELBOURNE",-37.816765,144.978672,Holmes Grammar School,0.9125,Jolimont-MCG Railway Station (East Melbourne),0.4788,-37.8103,144.97227,Holmes Grammar School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
125,"104/150 CLARENDON STREET, EAST MELBOURNE",-37.8121314,144.9834739,Collingwood English Language School,0.4904,Jolimont-MCG Railway Station (East Melbourne),0.488,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
126,"108/201 POWLETT STREET, EAST MELBOURNE",-37.8096583,144.9856197,Collingwood English Language School,0.2143,North Richmond Railway Station (Richmond),0.6114,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
127,"10 HOTHAM STREET, EAST MELBOURNE",-37.81442519,144.9902456,Richmond West Primary School,0.4918,West Richmond Railway Station (Richmond),0.1145,-37.81363,144.99574,Richmond West Primary School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
128,"21/8 WELLINGTON CRESCENT, EAST MELBOURNE",-37.81714,144.977462,Stott's College,0.8693,Jolimont-MCG Railway Station (East Melbourne),0.5888,-37.81154,144.97056,Stott's College,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
129,"38/400 VICTORIA PARADE, EAST MELBOURNE",-37.80956275,144.98485413,Collingwood English Language School,0.1913,North Richmond Railway Station (Richmond),0.6797,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
130,"G10W/189 POWLETT STREET, EAST MELBOURNE",-37.810397,144.985281,Collingwood English Language School,0.287,North Richmond Railway Station (Richmond),0.6357,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
131,"15/1 WELLINGTON CRESCENT, EAST MELBOURNE",-37.817416,144.978032,Stott's College,0.9264,Jolimont-MCG Railway Station (East Melbourne),0.5439,-37.81154,144.97056,Stott's College,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
132,"27/201 WELLINGTON PARADE SOUTH, EAST MELBOURNE",-37.816747,144.97843,Holmes Grammar School,0.8979,Jolimont-MCG Railway Station (East Melbourne),0.5,-37.8103,144.97227,Holmes Grammar School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
133,"UNIT 1201/162 ALBERT STREET, EAST MELBOURNE",-37.85658001,144.99127001,St Michael's Grammar School,0.3306,Windsor Railway Station (Windsor),0.0835,-37.85955,144.99155,St Michael's Grammar School,19957,-37.8561,144.992,Windsor Railway Station (Windsor),,,,
134,"508/1 POWLETT STREET, EAST MELBOURNE",-37.8163135,144.9852509,Melbourne Indigenous Transition School,0.5028,Jolimont-MCG Railway Station (East Melbourne),0.1034,-37.81954,144.98926,Melbourne Indigenous Transition School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
135,"103/462 VICTORIA PARADE, EAST MELBOURNE",-37.80982001,144.98713001,Collingwood English Language School,0.3007,North Richmond Railway Station (Richmond),0.4772,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
136,"11/25 HOTHAM STREET, EAST MELBOURNE",-37.81494001,144.98954001,Melbourne Indigenous Transition School,0.5112,West Richmond Railway Station (Richmond),0.1638,-37.81954,144.98926,Melbourne Indigenous Transition School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
137,"10/21-23 HOTHAM STREET, EAST MELBOURNE",-37.814458,144.990208,Richmond West Primary School,0.4957,West Richmond Railway Station (Richmond),0.1159,-37.81363,144.99574,Richmond West Primary School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
138,"28/201 WELLINGTON PARADE, EAST MELBOURNE",-37.81675001,144.97842001,Holmes Grammar School,0.8977,Jolimont-MCG Railway Station (East Melbourne),0.5009,-37.8103,144.97227,Holmes Grammar School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
139,"6/115 HOTHAM STREET, EAST MELBOURNE",-37.814458,144.990208,Richmond West Primary School,0.4957,West Richmond Railway Station (Richmond),0.1159,-37.81363,144.99574,Richmond West Primary School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
140,"UNIT 15/161 WELLINGTON PARADE SOUTH ST, EAST MELBOURNE",-37.8164564002,144.9790645002,Holmes Grammar School,0.9082,Jolimont-MCG Railway Station (East Melbourne),0.4434,-37.8103,144.97227,Holmes Grammar School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
141,"10/2 WELLINGTON CRESCENT, EAST MELBOURNE",-37.8174387002,144.9779644002,Stott's College,0.924,Jolimont-MCG Railway Station (East Melbourne),0.5502,-37.81154,144.97056,Stott's College,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
142,"UNIT 201/170 ALBERT STREET, EAST MELBOURNE",-37.80962001,144.98527001,Collingwood English Language School,0.2019,North Richmond Railway Station (Richmond),0.6425,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
143,"23 HAYES LANE, EAST MELBOURNE",-37.8141337,144.9899643,Richmond West Primary School,0.5116,West Richmond Railway Station (Richmond),0.1524,-37.81363,144.99574,Richmond West Primary School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
144,"5/62 SIMPSON STREET, EAST MELBOURNE",-37.814996,144.988432,Melbourne Indigenous Transition School,0.5096,West Richmond Railway Station (Richmond),0.2616,-37.81954,144.98926,Melbourne Indigenous Transition School,19978,-37.8149,144.9914,West Richmond Railway Station (Richmond),,,,
145,"UNIT 301P/191 POWLETT STREET, EAST MELBOURNE",-37.810397,144.985281,Collingwood English Language School,0.287,North Richmond Railway Station (Richmond),0.6357,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
146,"27/155 POWLETT STREET, EAST MELBOURNE",-37.8116301,144.98559305,Collingwood English Language School,0.4264,Jolimont-MCG Railway Station (East Melbourne),0.5563,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
147,"104A/158 ALBERT STREET, EAST MELBOURNE",-37.810407,144.985945,Collingwood English Language School,0.3022,North Richmond Railway Station (Richmond),0.5772,-37.80784,144.9848,Collingwood English Language School,19977,-37.8104,144.9925,North Richmond Railway Station (Richmond),,,,
148,"24/155 POWLETT STREET, EAST MELBOURNE",-37.8116301,144.9855931,Collingwood English Language School,0.4264,Jolimont-MCG Railway Station (East Melbourne),0.5563,-37.80784,144.9848,Collingwood English Language School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
149,"1204/166 WELLINGTON PARADE, EAST MELBOURNE",-37.81622314,144.98445129,Melbourne Indigenous Transition School,0.5611,Jolimont-MCG Railway Station (East Melbourne),0.0436,-37.81954,144.98926,Melbourne Indigenous Transition School,19979,-37.8165,144.9841,Jolimont-MCG Railway Station (East Melbourne),,,,
150,"2304/105 BATMAN STREET, WEST MELBOURNE",-37.81159001,144.94991001,Ozford College,0.4225,Flagstaff Railway Station (Melbourne City),0.5119,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
151,"405/150 DUDLEY STREET, WEST MELBOURNE",-37.8097001,144.95047001,Simonds Catholic College,0.4652,Flagstaff Railway Station (Melbourne City),0.5266,-37.80597,144.95288,Simonds Catholic College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
152,"1502/65 DUDLEY STREET, WEST MELBOURNE",-37.81026001,144.95059001,Ozford College,0.446,Flagstaff Railway Station (Melbourne City),0.4897,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
153,"1711/105 BATMAN STREET, WEST MELBOURNE",-37.81166001,144.94981001,Ozford College,0.4283,Flagstaff Railway Station (Melbourne City),0.52,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
154,"2/35 IRELAND STREET, WEST MELBOURNE",-37.807654,144.944874,Docklands Primary School,0.6782,North Melbourne Railway Station (West Melbourne),0.2022,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
155,"909/53 BATMAN STREET, WEST MELBOURNE",-37.811118,144.951554,Ozford College,0.32,Flagstaff Railway Station (Melbourne City),0.378,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
156,"1108/58 JEFFCOTT STREET, WEST MELBOURNE",-37.811572,144.951632,Ozford College,0.2858,Flagstaff Railway Station (Melbourne City),0.3614,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
157,"G1/9 DRYBURGH STREET, WEST MELBOURNE",-37.80696001,144.94252001,Docklands Primary School,0.6614,North Melbourne Railway Station (West Melbourne),0.0493,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
158,"109/55 JEFFCOTT STREET, WEST MELBOURNE",-37.812196,144.951797,Ozford College,0.2435,Flagstaff Railway Station (Melbourne City),0.3444,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
159,"401/10 WOMINJEKA WALK, WEST MELBOURNE",-37.81438001,144.96459001,Stott's College,0.613,Flinders Street Railway Station (Melbourne City),0.4841,-37.81154,144.97056,Stott's College,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
160,"313/140 DUDLEY STREET, WEST MELBOURNE",-37.8096,144.95066,Simonds Catholic College,0.4478,Flagstaff Railway Station (Melbourne City),0.5176,-37.80597,144.95288,Simonds Catholic College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
161,"103/23 BATMAN STREET, WEST MELBOURNE",-37.8105744002,144.9518523002,Ozford College,0.3423,Flagstaff Railway Station (Melbourne City),0.3739,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
162,"2214/65 DUDLEY STREET, WEST MELBOURNE",-37.81026001,144.95059001,Ozford College,0.446,Flagstaff Railway Station (Melbourne City),0.4897,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
163,"202/175 ROSSYLN STREET, WEST MELBOURNE",-37.80968001,144.94906001,Simonds Catholic College,0.5317,North Melbourne Railway Station (West Melbourne),0.6226,-37.80597,144.95288,Simonds Catholic College,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
164,"607/393 SPENCER STREET, WEST MELBOURNE",-37.81136001,144.95088001,Ozford College,0.355,Flagstaff Railway Station (Melbourne City),0.4303,-37.81289,144.95442,Ozford College,19841,-37.812,144.9557,Flagstaff Railway Station (Melbourne City),,,,
